citation,context_text,extracted_text,predicted_label,extracted_citation,link
"ע""פ 3877/12","37.	בע""פ 5145/12 סאבר אבו זאיד נ' מדינת ישראל (28.01.13): הוגש ערעור על הכרעת הדין ועל גזר הדין של בימ""ש המחוזי, על פיהם הורשע המערער בסחיטה באיומים ובגניבה בידי עובד, ונגזרו עליו 18 חודשי מאסר לריצוי בפועל. בית המשפט העליון דחה את הערעור ופסק, כי עבירת הסחיטה באיומים היא עבירה קשה הפוגעת במרקם החיים של בעלי עסקים אשר רוצים לנהל את עסקיהם על-פי רצונם. נפסק, כי יש ליתן בעבירות אלו משקל רב לשיקול ההרתעה הכללית והפרטנית, מקום בו אזר הקורבן אומץ להתלונן על ביצוע העבירה. עוד נאמר, כי פגיעתה הרעה של עבירת הסחיטה באיומים בשלוות הגוף והנפש, מחייבת ענישה קשה.
בע""פ 3877/12 מואיד אבו גושנ'מדינת ישראל (09.01.13): המערער הורשע בבימ""ש המחוזי בעבירת סחיטת באיומים שהופנתה כלפי רופא קופת חולים ממנו דרש המערער סכום כסף של 200 ₪ ואישור מחלה. בימ""ש השית על המערער עונש מאסר לריצוי בפועל למשך שנתיים. בית המשפט העליון דחה את הערעור ופסק כיבאשר לעבירה של סחיטה באיומים המיוחסת למערער, כבר נפסק רבות על חומרת העבירה, כיעורה, שכיחותה, הסבל הרב של קרבנותיה, הקושי להוכיחה והצורך להוקיעה.
בת""פ (י-ם) 2081/06  מדינת ישראל נ' שלמה ברונסקי (11.12.06):על יסוד הודאת הנאשמים בעובדות כתב האישום המתוקן ובהתאם להסדר טיעון, הורשעו הנאשמים בעבירות שלהלן: הנאשם 1 – סחיטה באיומים (ארבע עבירות) – שלוש עבירות לפי סעיף 428 רישא לחוק העונשין ועבירה אחת לפי סעיף 428 סיפא לחוק; והנאשם 2 – סחיטה באיומים, לפי סעיף 428 רישא לחוק, והפרת הוראה חוקית, לפי סעיף 287(א) לחוק. לבקשת נאשם 1 צורפו לתיק שני כתבי-אישום בתיקים אחרים (ת""פ 2600/04 ות""פ 3744/05 – שהתנהלו בבית משפט השלום). משהודה נאשם 1 בעובדות אותם כתבי אישום שצורפו הורשע במסגרת הכרעת-דין משלימה בעבירות של תקיפת שוטר בנסיבות מחמירות, איומים, העלבת עובד ציבור, הפרעה לשוטר בשעת מילוי תפקידו, החזקת סכין ועבירות בנשק – לפי סעיפים 274(1), 192, 288, 275, 186 ו-144(א) לחוק. הסדר הטיעון לא כלל הסכמה לעניין העונש והצדדים שמרו על זכותם לטעון בעניין על-פי הבנתם.","בע""פ 3877/12 מואיד אבו גושנ'מדינת ישראל (09.01.13): המערער הורשע בבימ""ש המחוזי בעבירת סחיטת באיומים שהופנתה כלפי רופא קופת חולים ממנו דרש המערער סכום כסף של 200 ₪ ואישור מחלה. בימ""ש השית על המערער עונש מאסר לריצוי בפועל למשך שנתיים. בית המשפט העליון דחה את הערעור ופסק כיבאשר לעבירה של סחיטה באיומים המיוחסת למערער, כבר נפסק רבות על חומרת העבירה, כיעורה, שכיחותה, הסבל הרב של קרבנותיה, הקושי להוכיחה והצורך להוקיעה.",1,"ע""פ 5145/12",http://www.nevo.co.il/case/5589741
"ת""פ (י-ם) 2081/06","בע""פ 3877/12 מואיד אבו גושנ'מדינת ישראל (09.01.13): המערער הורשע בבימ""ש המחוזי בעבירת סחיטת באיומים שהופנתה כלפי רופא קופת חולים ממנו דרש המערער סכום כסף של 200 ₪ ואישור מחלה. בימ""ש השית על המערער עונש מאסר לריצוי בפועל למשך שנתיים. בית המשפט העליון דחה את הערעור ופסק כיבאשר לעבירה של סחיטה באיומים המיוחסת למערער, כבר נפסק רבות על חומרת העבירה, כיעורה, שכיחותה, הסבל הרב של קרבנותיה, הקושי להוכיחה והצורך להוקיעה.
בת""פ (י-ם) 2081/06  מדינת ישראל נ' שלמה ברונסקי (11.12.06):על יסוד הודאת הנאשמים בעובדות כתב האישום המתוקן ובהתאם להסדר טיעון, הורשעו הנאשמים בעבירות שלהלן: הנאשם 1 – סחיטה באיומים (ארבע עבירות) – שלוש עבירות לפי סעיף 428 רישא לחוק העונשין ועבירה אחת לפי סעיף 428 סיפא לחוק; והנאשם 2 – סחיטה באיומים, לפי סעיף 428 רישא לחוק, והפרת הוראה חוקית, לפי סעיף 287(א) לחוק. לבקשת נאשם 1 צורפו לתיק שני כתבי-אישום בתיקים אחרים (ת""פ 2600/04 ות""פ 3744/05 – שהתנהלו בבית משפט השלום). משהודה נאשם 1 בעובדות אותם כתבי אישום שצורפו הורשע במסגרת הכרעת-דין משלימה בעבירות של תקיפת שוטר בנסיבות מחמירות, איומים, העלבת עובד ציבור, הפרעה לשוטר בשעת מילוי תפקידו, החזקת סכין ועבירות בנשק – לפי סעיפים 274(1), 192, 288, 275, 186 ו-144(א) לחוק. הסדר הטיעון לא כלל הסכמה לעניין העונש והצדדים שמרו על זכותם לטעון בעניין על-פי הבנתם.
על נאשם 1 נגזרו 3 שנות מאסר בפועל ועל הנאשם 2, נגזרה שנת מאסר בפועל.","בת""פ (י-ם) 2081/06  מדינת ישראל נ' שלמה ברונסקי (11.12.06):על יסוד הודאת הנאשמים בעובדות כתב האישום המתוקן ובהתאם להסדר טיעון, הורשעו הנאשמים בעבירות שלהלן: הנאשם 1 – סחיטה באיומים (ארבע עבירות) – שלוש עבירות לפי סעיף 428 רישא לחוק העונשין ועבירה אחת לפי סעיף 428 סיפא לחוק; והנאשם 2 – סחיטה באיומים, לפי סעיף 428 רישא לחוק, והפרת הוראה חוקית, לפי סעיף 287(א) לחוק. לבקשת נאשם 1 צורפו לתיק שני כתבי-אישום בתיקים אחרים (ת""פ 2600/04 ות""פ 3744/05 – שהתנהלו בבית משפט השלום). משהודה נאשם 1 בעובדות אותם כתבי אישום שצורפו הורשע במסגרת הכרעת-דין משלימה בעבירות של תקיפת שוטר בנסיבות מחמירות, איומים, העלבת עובד ציבור, הפרעה לשוטר בשעת מילוי תפקידו, החזקת סכין ועבירות בנשק – לפי סעיפים 274(1), 192, 288, 275, 186 ו-144(א) לחוק. הסדר הטיעון לא כלל הסכמה לעניין העונש והצדדים שמרו על זכותם לטעון בעניין על-פי הבנתם.
על נאשם 1 נגזרו 3 שנות מאסר בפועל ועל הנאשם 2, נגזרה שנת מאסר בפועל.",1,"ע""פ 3877/12",http://www.nevo.co.il/case/5585346
"ת""פ 2600/04","בע""פ 3877/12 מואיד אבו גושנ'מדינת ישראל (09.01.13): המערער הורשע בבימ""ש המחוזי בעבירת סחיטת באיומים שהופנתה כלפי רופא קופת חולים ממנו דרש המערער סכום כסף של 200 ₪ ואישור מחלה. בימ""ש השית על המערער עונש מאסר לריצוי בפועל למשך שנתיים. בית המשפט העליון דחה את הערעור ופסק כיבאשר לעבירה של סחיטה באיומים המיוחסת למערער, כבר נפסק רבות על חומרת העבירה, כיעורה, שכיחותה, הסבל הרב של קרבנותיה, הקושי להוכיחה והצורך להוקיעה.
בת""פ (י-ם) 2081/06  מדינת ישראל נ' שלמה ברונסקי (11.12.06):על יסוד הודאת הנאשמים בעובדות כתב האישום המתוקן ובהתאם להסדר טיעון, הורשעו הנאשמים בעבירות שלהלן: הנאשם 1 – סחיטה באיומים (ארבע עבירות) – שלוש עבירות לפי סעיף 428 רישא לחוק העונשין ועבירה אחת לפי סעיף 428 סיפא לחוק; והנאשם 2 – סחיטה באיומים, לפי סעיף 428 רישא לחוק, והפרת הוראה חוקית, לפי סעיף 287(א) לחוק. לבקשת נאשם 1 צורפו לתיק שני כתבי-אישום בתיקים אחרים (ת""פ 2600/04 ות""פ 3744/05 – שהתנהלו בבית משפט השלום). משהודה נאשם 1 בעובדות אותם כתבי אישום שצורפו הורשע במסגרת הכרעת-דין משלימה בעבירות של תקיפת שוטר בנסיבות מחמירות, איומים, העלבת עובד ציבור, הפרעה לשוטר בשעת מילוי תפקידו, החזקת סכין ועבירות בנשק – לפי סעיפים 274(1), 192, 288, 275, 186 ו-144(א) לחוק. הסדר הטיעון לא כלל הסכמה לעניין העונש והצדדים שמרו על זכותם לטעון בעניין על-פי הבנתם.
על נאשם 1 נגזרו 3 שנות מאסר בפועל ועל הנאשם 2, נגזרה שנת מאסר בפועל.","לבקשת נאשם 1 צורפו לתיק שני כתבי-אישום בתיקים אחרים (ת""פ 2600/04 ות""פ 3744/05 – שהתנהלו בבית משפט השלום). משהודה נאשם 1 בעובדות אותם כתבי אישום שצורפו הורשע במסגרת הכרעת-דין משלימה בעבירות של תקיפת שוטר בנסיבות מחמירות, איומים, העלבת עובד ציבור, הפרעה לשוטר בשעת מילוי תפקידו, החזקת סכין ועבירות בנשק – לפי סעיפים 274(1), 192, 288, 275, 186 ו-144(א) לחוק.",1,"ע""פ 3877/12",http://www.nevo.co.il/case/5585346
"ת""פ 3744/05","בע""פ 3877/12 מואיד אבו גושנ'מדינת ישראל (09.01.13): המערער הורשע בבימ""ש המחוזי בעבירת סחיטת באיומים שהופנתה כלפי רופא קופת חולים ממנו דרש המערער סכום כסף של 200 ₪ ואישור מחלה. בימ""ש השית על המערער עונש מאסר לריצוי בפועל למשך שנתיים. בית המשפט העליון דחה את הערעור ופסק כיבאשר לעבירה של סחיטה באיומים המיוחסת למערער, כבר נפסק רבות על חומרת העבירה, כיעורה, שכיחותה, הסבל הרב של קרבנותיה, הקושי להוכיחה והצורך להוקיעה.
בת""פ (י-ם) 2081/06  מדינת ישראל נ' שלמה ברונסקי (11.12.06):על יסוד הודאת הנאשמים בעובדות כתב האישום המתוקן ובהתאם להסדר טיעון, הורשעו הנאשמים בעבירות שלהלן: הנאשם 1 – סחיטה באיומים (ארבע עבירות) – שלוש עבירות לפי סעיף 428 רישא לחוק העונשין ועבירה אחת לפי סעיף 428 סיפא לחוק; והנאשם 2 – סחיטה באיומים, לפי סעיף 428 רישא לחוק, והפרת הוראה חוקית, לפי סעיף 287(א) לחוק. לבקשת נאשם 1 צורפו לתיק שני כתבי-אישום בתיקים אחרים (ת""פ 2600/04 ות""פ 3744/05 – שהתנהלו בבית משפט השלום). משהודה נאשם 1 בעובדות אותם כתבי אישום שצורפו הורשע במסגרת הכרעת-דין משלימה בעבירות של תקיפת שוטר בנסיבות מחמירות, איומים, העלבת עובד ציבור, הפרעה לשוטר בשעת מילוי תפקידו, החזקת סכין ועבירות בנשק – לפי סעיפים 274(1), 192, 288, 275, 186 ו-144(א) לחוק. הסדר הטיעון לא כלל הסכמה לעניין העונש והצדדים שמרו על זכותם לטעון בעניין על-פי הבנתם.
על נאשם 1 נגזרו 3 שנות מאסר בפועל ועל הנאשם 2, נגזרה שנת מאסר בפועל.","לבקשת נאשם 1 צורפו לתיק שני כתבי-אישום בתיקים אחרים (ת""פ 2600/04 ות""פ 3744/05 – שהתנהלו בבית משפט השלום). משהודה נאשם 1 בעובדות אותם כתבי אישום שצורפו הורשע במסגרת הכרעת-דין משלימה בעבירות של תקיפת שוטר בנסיבות מחמירות, איומים, העלבת עובד ציבור, הפרעה לשוטר בשעת מילוי תפקידו, החזקת סכין ועבירות בנשק – לפי סעיפים 274(1), 192, 288, 275, 186 ו-144(א) לחוק.",1,"ע""פ 3877/12",http://www.nevo.co.il/case/5585346
"ת""פ (ב""ש) 8030/03","על נאשם 1 נגזרו 3 שנות מאסר בפועל ועל הנאשם 2, נגזרה שנת מאסר בפועל.
בת""פ (ב""ש) 8030/03 פרקליטות מחוז הדרום נ' עוואדרה עודה (29.07.03):
שני הנאשמים מס' 1 ומס' 3 הורשעו עפ""י הודאתם בכתב אישום מתוקן בביצוע סידרת עבירות של סחיטה באיומים של דמי חסות ושירותי שמירה שסחטו מבעלי בתים שנבנו בשכונת רמות בבאר שבע ועבירות נוספות. על הנאשם 1 נגזרו 42 חודשי מאסר בפועל ועל הנאשם 3 נגזרו 15 חודשי מאסר בפועל.","בת""פ (ב""ש) 8030/03 פרקליטות מחוז הדרום נ' עוואדרה עודה (29.07.03):
שני הנאשמים מס' 1 ומס' 3 הורשעו עפ""י הודאתם בכתב אישום מתוקן בביצוע סידרת עבירות של סחיטה באיומים של דמי חסות ושירותי שמירה שסחטו מבעלי בתים שנבנו בשכונת רמות בבאר שבע ועבירות נוספות. על הנאשם 1 נגזרו 42 חודשי מאסר בפועל ועל הנאשם 3 נגזרו 15 חודשי מאסר בפועל.",1,"ת""פ (ב""ש) 8030/03",http://www.nevo.co.il/case/2235564
"ע""פ 529/12","42.	הנזק שהיה צפוי להיגרם מביצוע העבירות הוא רב, אלמלא מסרו המתלוננים את כספם מרצונם לנאשמים, אין לדעת כיצד עלולים היו האירועים להתפתח ולהסתיים. ודוק! המתלוננים ביקשו, תחילה, להידבר עם הנאשמים בדרכי נועם, אולם הנאשמים ובראשם הנאשם 1 הסלימו התנהגותם עד שיתוק העבודות כך שבנסיבות שנוצרו לא ניתן היה עוד להחשות. ברי, כי אלמלא פניית היזם, סטף ורטהיימר, למשטרה והגשת כתב האישום היו הנאשמים במעשיהם מסכלים את פיתוח הר הקפיצה, תוך גרימת נזק כלכלי במיליוני שקלים למתלוננים השונים, לתושבי העיר נצרת ואף לכלל הציבור. בפועל וכאמור בכתב האישום, הצליחו הנאשמים לשלשל לכיסם עשרות אלפי שקלים והתנהלותם גרמה לעיכוב בביצוע הפרויקטים. באשר לנזק שנגרם למתלוננים הרבים מביצוע העבירות, סבורני, כי אין להכביר מילים על תחושת הפחד, החרדה והאימה אשר אחזה בהם נוכח מעשי הנאשמים.
אין בידי לקבל את טענת בא כוח הנאשם 1, לפיה, נאשם זה ביקש לעבוד ""מבלי שהרביץ לאיש"". אין זה דרוש, כי תיגרם למתלונן פגיעה פיזית של ממש על מנת שמעשיו יחשבו לחמורים. יפים לעניין זה הדברים שנאמרו על ידי כב' השופט ס' ג'ובראן בע""פ 529/12  אבו האני נ' מדינת ישראל (ניתן ביום 12.11.12):
""לא למותר להדגיש כי המעשה שבו הורשע המערער הוא ביסודו מעשה אלימות. אכן, למתלונן לא נגרם נזק ולא נפגע פיזית ממעשי המערער. יחד עם זאת, איננו דורשים כי תיגרם פגיעה פיזית של ממש כדי להשקיף על מעשה האלימות עצמו כבעל חומרה שמצדיקה פנייה לכלים שמעמיד המשפט הפלילי לרשותנו כדי לנסות ולהילחם בו. האיסורים הפליליים בהקשר זה נועדו למגר אלימות ולהגן על הציבור מפניה על כל צורותיה, הן בביטוייה המילוליים הקשים (אלה שהוגדרו כעבירות פליליות), הן אלה המלווים בפגיעות פיזיות ממש. על כן, במקרים רגילים, מן הראוי לפעול להגשמת תכליתם של האיסורים הנ""ל ולתת ביטוי הולם לאינטרס הציבורי ולאינטרס ההרתעה בשיקולי הענישה של עבירות אלימות"".","""לא למותר להדגיש כי המעשה שבו הורשע המערער הוא ביסודו מעשה אלימות. אכן, למתלונן לא נגרם נזק ולא נפגע פיזית ממעשי המערער. יחד עם זאת, איננו דורשים כי תיגרם פגיעה פיזית של ממש כדי להשקיף על מעשה האלימות עצמו כבעל חומרה שמצדיקה פנייה לכלים שמעמיד המשפט הפלילי לרשותנו כדי לנסות ולהילחם בו. האיסורים הפליליים בהקשר זה נועדו למגר אלימות ולהגן על הציבור מפניה על כל צורותיה, הן בביטוייה המילוליים הקשים (אלה שהוגדרו כעבירות פליליות), הן אלה המלווים בפגיעות פיזיות ממש. על כן, במקרים רגילים, מן הראוי לפעול להגשמת תכליתם של האיסורים הנ""ל ולתת ביטוי הולם לאינטרס הציבורי ולאינטרס ההרתעה בשיקולי הענישה של עבירות אלימות"".",0,"ע""פ 529/12",
"ת""פ (נצ') 1263/01","46.	כאמור, הנאשמים 1 ו- 2 הורשעו בעבירה של הדחה בעדות והנאשם 2 בעבירה נוספת של הדחה בחקירה, בשל פעילותם להשפעה על עבאס, קב""ט המלון, שהינו אחד מעדי התביעה המרכזיים כנגדם בתיק העיקרי וזאת באמצעות העברת מסרים מאיימים דרך אחיו של עבאס אותו פגשו באקראי במעבר כלא צלמון.
47.	עבירות אלה מחייבות השתת עונשי מאסר של ממש, שכן, יש בהן כדי לכרסם ולפגוע באושיות המשפט. לעניין זה ראה ת""פ (נצ') 1263/01  מדינת ישראל נ' עלי עילאל:
""העבירה של הדחה בעדות חותרת תחת אושיות המשפט וראויה להתייחסות מחמירה מבחינת הסדר הציבורי הטוב והשמירה הראויה על הליכי משפט, ופוגעת פגיעה קשה באפשרות של עשיית משפט צדק. סעיפים אלו חוקקו בכדי למצוא מזור לתופעה המדאיגה של השפעה על עדים, אשר הפכה חזון נפרץ ויש בה סכנה חמורה. סעיפים אלה מטרתם למנוע השפעה על עדים פוטנציאליים ולהניעם שלא למסור עדות בחקירה במשטרה, או להניעם ליתן גרסה כוזבת. סעיפים אלו של הדחה בעדות והדחה בנסיבות מחמירות נועדו להגן על תהליך עשיית הצדק וחשיפת האמת לאמיתה בכל שלבי התהליך.ועל מדיניות זו, עמדה כב' השופט בן פורת (כתוארה אז) בע""פ 52/80 אברהם כץ נ. מדינת ישראל, פ""ד לד (3), 664:""מסתבר שהמחוקק התייחס להדחה בחקירה בחומרה מיוחדת שכן קבע את העונש של 5 שנות מאסר לא רק לעבירה המושלמת אלא גם לנסיון לבצעה"".","לעניין זה ראה ת""פ (נצ') 1263/01  מדינת ישראל נ' עלי עילאל:
""העבירה של הדחה בעדות חותרת תחת אושיות המשפט וראויה להתייחסות מחמירה מבחינת הסדר הציבורי הטוב והשמירה הראויה על הליכי משפט, ופוגעת פגיעה קשה באפשרות של עשיית משפט צדק. סעיפים אלו חוקקו בכדי למצוא מזור לתופעה המדאיגה של השפעה על עדים, אשר הפכה חזון נפרץ ויש בה סכנה חמורה. סעיפים אלה מטרתם למנוע השפעה על עדים פוטנציאליים ולהניעם שלא למסור עדות בחקירה במשטרה, או להניעם ליתן גרסה כוזבת. סעיפים אלו של הדחה בעדות והדחה בנסיבות מחמירות נועדו להגן על תהליך עשיית הצדק וחשיפת האמת לאמיתה בכל שלבי התהליך.על מדיניות זו, עמדה כב' השופט בן פורת (כתוארה אז) בע""פ 52/80 אברהם כץ נ. מדינת ישראל, פ""ד לד (3), 664:""מסתבר שהמחוקק התייחס להדחה בחקירה בחומרה מיוחדת שכן קבע את העונש של 5 שנות מאסר לא רק לעבירה המושלמת אלא גם לנסיון לבצעה"".",0,"ת""פ (נצ') 1263/01",http://www.nevo.co.il/case/211604
"ע""פ 52/80","47.	עבירות אלה מחייבות השתת עונשי מאסר של ממש, שכן, יש בהן כדי לכרסם ולפגוע באושיות המשפט. לעניין זה ראה ת""פ (נצ') 1263/01  מדינת ישראל נ' עלי עילאל:
""העבירה של הדחה בעדות חותרת תחת אושיות המשפט וראויה להתייחסות מחמירה מבחינת הסדר הציבורי הטוב והשמירה הראויה על הליכי משפט, ופוגעת פגיעה קשה באפשרות של עשיית משפט צדק. סעיפים אלו חוקקו בכדי למצוא מזור לתופעה המדאיגה של השפעה על עדים, אשר הפכה חזון נפרץ ויש בה סכנה חמורה. סעיפים אלה מטרתם למנוע השפעה על עדים פוטנציאליים ולהניעם שלא למסור עדות בחקירה במשטרה, או להניעם ליתן גרסה כוזבת. סעיפים אלו של הדחה בעדות והדחה בנסיבות מחמירות נועדו להגן על תהליך עשיית הצדק וחשיפת האמת לאמיתה בכל שלבי התהליך.ועל מדיניות זו, עמדה כב' השופט בן פורת (כתוארה אז) בע""פ 52/80 אברהם כץ נ. מדינת ישראל, פ""ד לד (3), 664:""מסתבר שהמחוקק התייחס להדחה בחקירה בחומרה מיוחדת שכן קבע את העונש של 5 שנות מאסר לא רק לעבירה המושלמת אלא גם לנסיון לבצעה"".
עיקר החומרה בסעיף זה כך הסבירה כב' השופטת בן-פורת בפסק-דין זה נעוצה ב""כוונה להתערב בפעולתו התקינה של מנגנון הצדק ולתקוע טריז בין מעגליו"".","ועל מדיניות זו, עמדה כב' השופט בן פורת (כתוארה אז) בע""פ 52/80 אברהם כץ נ. מדינת ישראל, פ""ד לד (3), 664:""מסתבר שהמחוקק התייחס להדחה בחקירה בחומרה מיוחדת שכן קבע את העונש של 5 שנות מאסר לא רק לעבירה המושלמת אלא גם לנסיון לבצעה"".
עיקר החומרה בסעיף זה כך הסבירה כב' השופטת בן-פורת בפסק-דין זה נעוצה ב""כוונה להתערב בפעולתו התקינה של מנגנון הצדק ולתקוע טריז בין מעגליו"".",0,"ת""פ (נצ') 1263/01",http://www.nevo.co.il/case/211604
"ת""פ (כ""ס) 1879/99","48.	עיון בפסיקה מלמדנו, כי לרוב מתלוות אל עבירות הדחה בחקירה ובעדות עבירות נלוות.
בת""פ (כ""ס) 1879/99  מדינת ישראל נ' יחיא אגבריה בן מחמוד הורשע הנאשם, על פי הודאתו, לאחר תיקון כתבי האישום נגדו, בעבירות של הדחה בחקירה והדחה בעדות בלבד כאשר במסגרת התיקון, נמחקה מכתב האישום העבירה של תקיפה חבלנית. על הנאשם נגזרו ששה חודשי מאסר בפועל, שניתן יהיה לרצותם בדרך של עבודות שירות.
כן ראה, ת""פ (נצרת) 1028/01  מדינת ישראל נ' אחמד (06.06.02) אשר אוזכר בטיעוני המאשימה, הנאשם שם הורשע בהדחת עדת ראיה להתפרצות שביצע ונגזרו עליו 7 חודשי מאסר בפועל.","בת""פ (כ""ס) 1879/99  מדינת ישראל נ' יחיא אגבריה בן מחמוד הורשע הנאשם, על פי הודאתו, לאחר תיקון כתבי האישום נגדו, בעבירות של הדחה בחקירה והדחה בעדות בלבד כאשר במסגרת התיקון, נמחקה מכתב האישום העבירה של תקיפה חבלנית. על הנאשם נגזרו ששה חודשי מאסר בפועל, שניתן יהיה לרצותם בדרך של עבודות שירות.",1,"ת""פ (כ""ס) 1879/99",
"ת""פ (נצרת) 1028/01","בת""פ (כ""ס) 1879/99  מדינת ישראל נ' יחיא אגבריה בן מחמוד הורשע הנאשם, על פי הודאתו, לאחר תיקון כתבי האישום נגדו, בעבירות של הדחה בחקירה והדחה בעדות בלבד כאשר במסגרת התיקון, נמחקה מכתב האישום העבירה של תקיפה חבלנית. על הנאשם נגזרו ששה חודשי מאסר בפועל, שניתן יהיה לרצותם בדרך של עבודות שירות.
כן ראה, ת""פ (נצרת) 1028/01  מדינת ישראל נ' אחמד (06.06.02) אשר אוזכר בטיעוני המאשימה, הנאשם שם הורשע בהדחת עדת ראיה להתפרצות שביצע ונגזרו עליו 7 חודשי מאסר בפועל.
נסיבות הקשורות בביצוע העבירה","כן ראה, ת""פ (נצרת) 1028/01  מדינת ישראל נ' אחמד (06.06.02) אשר אוזכר בטיעוני המאשימה, הנאשם שם הורשע בהדחת עדת ראיה להתפרצות שביצע ונגזרו עליו 7 חודשי מאסר בפועל.",1,"ת""פ (כ""ס) 1879/99",
"ת""פ 46347-05-12","התיק העיקרי אוחד עם תיק ההדחה, ת""פ 30885-09-12 והוא מיוחס לנאשמים 1 ו- 2 בלבד.
הנאשם 3 ביקש להודות ולצרף שני תיקים נוספים של בית משפט השלום בנצרת( להלן: ""התיקים המצורפים""):ת""פ 10651-09-11 ו- ת""פ 46347-05-12.
עובדות התיק העיקרי
התיקים המצורפים - נאשם 3
21.	ת""פ 46347-05-12:החזקת סכין- המאשימה טענה, כי ביסוד העבירה עומד רצון המחוקק להגן על שלום הגוף ועל החיים כמו גם על הסדר הציבורי. לדבריה, ניסיון החיים מלמד, כי החזקת הסכין מביאה לתוצאות הרות אסון. באשר לנסיבות ביצוע העבירה הוסיפה המאשימה, שגם בהעדר תכנון עדיין המטרה לא כשרה, הנאשם 3 הינו מבצע יחיד של העבירה והנזק הצפוי יכול היה להיות, פגיעה בגוף. עם זאת, בפועל לא נגרם כל נזק מביצוע העבירה.
22.	ת""פ 10651-01-11:תקיפת עובד ציבור והיזק במזיד- המאשימה טענה, כי הערך החברתי שנפגע הינו הזכות לשלמות הגוף, שלמות הרכוש והקניין. לטענתה, יש לראות בחומרה תקיפת עובדים מסורים העושים ימים כלילות, בתנאים לא תנאים, על רקע מילוי תפקידם. לטענתה, הנאשם הינו מבצע יחיד אשר בחר לתקוף את המתלונן שעה שזה טיפל בו כאשר הנזק יכול היה להיות חמור בהרבה מהנזק שנגרם.
היזק במזיד - עבירה לפי סעיף 452 לחוק העונשין.
ת""פ 46347-05-12: בהתאם לעובדות כתב האישום ביום 24.01.12 סמוך לשעה 15:15 באזור צומת המוסכים בנצרת, במהלך נסיעה עם אחר ברכב, נמצא הנאשם מחזיק על גופו סכין מתקבעת שלא כדין.
הנאשם 3 הורשע בתיק המצורף בעבירה של :
התיקים המצורפים- נאשם 3:
58.	ת""פ 46347-05-12, במסגרת תיק זה הורשע הנאשם 3 בהחזקת סכין וזאת שלא כדין.
אין חולק, כי מדובר בעבירה חמורה. אנשים, לרוב צעירים, מצטיידים בסכין ואין לדעת מתי וכיצד יעשו בה שימוש. אף החזקה בסכין למטרה מוצהרת של הגנה עצמית אינה מותרת מבלי שניתן לכך היתר מפורש. לא לחינם הבהירה הפסיקה, כי ""החזקת סכין עלולה בנקל להפוך לשימוש בה, ומכך בדיוק התכוון המחוקק להרתיע"" [עפ""ג (ת""א) 16014-12-11 מדינת ישראל נ' שריפי (25.1.2012)].","21.	ת""פ 46347-05-12:החזקת סכין- המאשימה טענה, כי ביסוד העבירה עומד רצון המחוקק להגן על שלום הגוף ועל החיים כמו גם על הסדר הציבורי. לדבריה, ניסיון החיים מלמד, כי החזקת הסכין מביאה לתוצאות הרות אסון. באשר לנסיבות ביצוע העבירה הוסיפה המאשימה, שגם בהעדר תכנון עדיין המטרה לא כשרה, הנאשם 3 הינו מבצע יחיד של העבירה והנזק הצפוי יכול היה להיות, פגיעה בגוף. עם זאת, בפועל לא נגרם כל נזק מביצוע העבירה.

ת""פ 46347-05-12: בהתאם לעובדות כתב האישום ביום 24.01.12 סמוך לשעה 15:15 באזור צומת המוסכים בנצרת, במהלך נסיעה עם אחר ברכב, נמצא הנאשם מחזיק על גופו סכין מתקבעת שלא כדין.

התיקים המצורפים- נאשם 3:
58.	ת""פ 46347-05-12, במסגרת תיק זה הורשע הנאשם 3 בהחזקת סכין וזאת שלא כדין.
אין חולק, כי מדובר בעבירה חמורה. אנשים, לרוב צעירים, מצטיידים בסכין ואין לדעת מתי וכיצד יעשו בה שימוש. אף החזקה בסכין למטרה מוצהרת של הגנה עצמית אינה מותרת מבלי שניתן לכך היתר מפורש. לא לחינם הבהירה הפסיקה, כי ""החזקת סכין עלולה בנקל להפוך לשימוש בה, ומכך בדיוק התכוון המחוקק להרתיע"" [עפ""ג (ת""א) 16014-12-11 מדינת ישראל נ' שריפי (25.1.2012)].",0,"ת""פ 30885-09-12",http://www.nevo.co.il/case/3932985
"עפ""ג (ת""א) 16014-12-11","58.	ת""פ 46347-05-12, במסגרת תיק זה הורשע הנאשם 3 בהחזקת סכין וזאת שלא כדין.
אין חולק, כי מדובר בעבירה חמורה. אנשים, לרוב צעירים, מצטיידים בסכין ואין לדעת מתי וכיצד יעשו בה שימוש. אף החזקה בסכין למטרה מוצהרת של הגנה עצמית אינה מותרת מבלי שניתן לכך היתר מפורש. לא לחינם הבהירה הפסיקה, כי ""החזקת סכין עלולה בנקל להפוך לשימוש בה, ומכך בדיוק התכוון המחוקק להרתיע"" [עפ""ג (ת""א) 16014-12-11 מדינת ישראל נ' שריפי (25.1.2012)].
בית המשפט העליון הביע דעתו במספר מקרים, כי על בתי המשפט לסייע בביעור הנגע של ""תת תרבות הסכין"" על דרך של ענישה מחמירה, משמעותית ומרתיעה.","""החזקת סכין עלולה בנקל להפוך לשימוש בה, ומכך בדיוק התכוון המחוקק להרתיע"" [עפ""ג (ת""א) 16014-12-11 מדינת ישראל נ' שריפי (25.1.2012)].",0,"ת""פ 46347-05-12",http://www.nevo.co.il/case/4199295
